SYMBOL,27-Nov-20,30-Oct-20,30-Sep-20,31-Aug-20,31-Jul-20,30-Jun-20,29-May-20,30-Apr-20,31-Mar-20,28-Feb-20,31-Jan-20
ISFT,1070.01,40.25,78.55,756.6,86.55,2.4,1.1,71.05,30.8,197.55,4.7
ISMTLTD,1210,203.7,10.45,1887.6,170.55,32.5,25.55,0.75,509,229.05,42.3
ITC,1333.9,94.1,171.7,118.85,2.85,175,104.2,0.95,7.55,53.45,136.15
ITDC,1359.2,228.6,232.5,37.94,55,100,70.05,26,139.3,71.4,121.15
ITDCEM,1233,3,51.2,89.4,734.2,202.2,143.85,105,2140.15,2.6,236.6
ITI,1310,60.95,124.85,1344.25,9.95,4,2.7,76,13.65,44.85,3.9
IVC,1160,1008.7,3.75,1447,188.5,43.95,35.35,144.85,7.55,3850,50.55
IVP,1246.16,7.6,45.55,1423.58,2065.65,707.45,682.15,3.2,0.25,23.6,495.3
IVZINGOLD,36.1,240.55,4593.95,1263.47,29.55,11.85,9.1,37.95,8.05,19.75,9.3
IVZINNIFTY,448.55,2179.55,1222.05,1121,21,219.35,155.55,557.9,201.3,61.25,253.05
IZMO,61.45,65.25,34.5,1299,12.8,2255.75,2438.55,7.65,45.8,26.15,2410.1
J&KBANK,10.2,18.1,14.85,1189.99,12.7,30.85,21.85,170.55,82.2,25.2,29.55
JAGRAN,193.65,12,37.25,1308.6,373.9,19.15,9.75,2355.55,45.8,84.5,13.35
JAGSNPHARM,266.2,455.95,37.5,1165,54.7,15.85,0.4,19.85,31,0.8,0.25
JAIBALAJI,56.15,60.25,15.75,1326,184.85,368.05,12.05,10.05,3.4,1.15,13.4
JAICORPLTD,124.2,191.5,81.55,1283,65.35,57.9,318.2,0.35,3.3,34.25,234.15
JAIHINDPRO,3.9,70.6,1.25,1350,44.5,161.5,46.05,13.05,3.3,155.3,90.05
JAINSTUDIO,67,49.3,1.95,1222,9.5,73.15,121.55,249.85,7.2,80.6,175.9
JAKHARIA,4464,10.1,170,1299.06,10.05,47.55,52.4,55.8,935.55,194.4,1.7
JAMNAAUTO,1400,15,43.85,116.75,5.7,12.9,25.75,95,75.25,3.35,106.7
JASH,48.25,7.15,204.6,477.4,10.4,12.7,7.7,53,196,42.35,62.55
JAYAGROGN,23.9,7.65,93,91.75,1500.05,8.05,7.55,28.25,74.5,538.7,7.2
JAYBARMARU,39.75,1851.4,226.6,6.65,95.9,11.85,3.8,6.95,40.6,19,7.15
JAYNECOIND,62.55,102.85,3,191.1,294.35,1379,9.85,7,18.45,198.35,8.8
JAYSREETEA,19.4,290.1,58.85,244.45,94.15,95.8,1168.3,4.55,34.5,2836.25,21.35
JBCHEPHARM,91.5,87.85,988.3,53.55,64.95,252.95,80.45,8.55,64.75,25.1,1385.95
JBFIND,1.45,66.85,7.7,133.85,24,100.3,241.7,1119.3,0.85,16.5,151.85
JBMA,1.4,26.05,234.6,3.95,44.85,64.1,88.3,79.6,92.5,10.9,356.85
JCHAC,56.3,46.55,2223.3,47.85,74.7,21.55,52.35,199.55,1.05,0.3,128.55
JETAIRWAYS,214.35,79.4,28.55,4710.45,3.5,48.4,17.65,99.15,0.65,12.1,74.45
JHS,98.65,2.6,22.65,1228.27,172.3,70,43.7,51.45,7.15,253.85,25
JINDALPHOT,239.3,173.05,12.65,31.6,3.3,6.3,63.9,18.3,0.6,76,98
JINDALPOLY,3.8,3.85,431.5,17.95,1.35,149.9,2.5,41.1,24.1,153.9,105.5
JINDALSAW,70.15,1.25,62.9,39.5,12.75,2.6,141.55,65.8,39.65,1.6,1.3
JINDALSTEL,994.7,11.05,186.85,36.2,2.2,1.85,1.4,1.7,42.7,83.35,118.85
JINDRILL,7.1,2.3,77.4,19.7,35.45,19.35,0.8,224.8,1444.95,58.1,1.9
JINDWORLD,270.75,62.6,47.75,93.35,70.55,1.95,8.7,1.65,146.25,5.3,1.1
JISLDVREQS,2286.4,97.95,10.8,1.3,45.9,40.6,0.85,0.85,39.45,5.4,13.85
JISLJALEQS,68.95,60,14.05,3.5,1770.45,70.1,27,9.45,249.2,6.5,2.3
JITFINFRA,21,2412.9,7.35,4.25,220.25,47.15,38.95,0.7,1471.45,14.3,40.3
JIYAECO,0.5,18.15,8.5,39.75,61.95,1921.45,40.05,31.2,85.9,1387.55,77.45
JKCEMENT,14,309,1506.85,159.95,795,189.35,1600.4,44.35,48.5,126.15,63.05
JKIL,468.4,73.9,105.6,96.2,1720.45,66.85,184.2,44.6,217.88,307.9,2415.3
JKLAKSHMI,69.75,728.45,257.5,207.7,106.6,655.45,50.65,1693.65,293.45,115,250.7
JKPAPER,244,2174.75,90.65,3.05,75.65,1727.25,442.15,180.65,0.25,63,1.25
JKTYRE,88.2,129.35,59.15,66.25,279.66,104.3,1656.6,51.6,92.2,23.55,84.55
JMA,51,39,24.95,770.25,366.75,59.2,98.25,400.25,1.3,72.9,582.55
JMCPROJECT,12.9,284.66,50.15,9.15,0.7,268.83,49.7,1608.5,42.35,105.7,1890.25
JMFINANCIL,19.4,652.3,77.25,231.75,123.2,401.7,251.79,97.9,375.85,1.3,146.15
JMTAUTOLTD,8,135.8,2.85,2133.8,52.8,1.25,392.55,48.75,109.15,108.4,52.7
JOCIL,6.95,3.15,163.4,28.75,405.4,117.5,0.45,250.47,182.65,1.9,294.63
JPASSOCIAT,2029.95,74.85,3.1,17.8,138.4,54,105.95,404.9,88,1.05,562.3
JPINFRATEC,118.7,569.4,1.25,13.25,229.1,392.4,1.85,0.35,17.35,12.3,0.45
JPOLYINVST,331,162.1,13.4,471.1,130.35,140.65,44.45,116.05,46.85,1.25,154.6
JPPOWER,96.45,249.9,2.4,62.3,31,216.55,342,1.55,1.25,39,75.85
JSL,80.5,136.9,44.35,205.1,70.95,140,141.85,49,23.55,67.95,580.45
JSLHISAR,32,30.3,85.8,71.7,4.15,28.25,205.1,374.65,387.45,57.3,200.05
JSWENERGY,53.1,73.55,56.4,51.65,33.25,72.9,130,130.7,129.25,2393,445.05
JSWHL,82.4,3.65,2257.45,11.3,433.55,3.85,21.35,228.6,11.1,235.7,168.35
JSWSTEEL,2.65,37.25,277.75,11.25,89,33.25,49.95,115.25,20.2,1.2,39.65
JTEKTINDIA,161.45,514.65,75.3,7.65,76.6,446.4,2.45,21.95,0.4,75.3,93.05
JUBILANT,3.7,98.15,730.95,10.45,9.75,88.1,28.9,52.85,116.6,506.3,2.85
JUBLFOOD,1.3,96.6,2344.35,1489.6,34.55,269.05,363.6,2.5,42.8,1756.85,41.6
JUBLINDS,13.65,9.5,129.15,111,1.15,11.5,96.7,31.1,13.1,122.25,499.35
JUMPNET,2.35,32.45,95.15,261.8,205.35,33.75,184.35,413.9,117.3,56.45,137.15
JUNIORBEES,63.75,1.45,282.18,95.2,57.2,0.65,8.6,91,185.5,276.71,14.25
JUSTDIAL,118.85,213.05,380.1,59.85,14.1,234.05,23.15,113,7.75,466.1,47.95
JYOTHYLAB,61.9,65.55,147.05,28.4,123,47.6,0.35,9.6,268.35,0.4,0.5
JYOTISTRUC,3453.8,14.8,3.6,54.45,274.95,14.7,160.15,29.25,7.1,123.15,352.2
KABRAEXTRU,18.25,158.85,73.3,81.65,9.85,163.75,39.1,149.9,706.55,63,64.15
KAJARIACER,350.2,325.05,553.5,3.5,348.15,270.65,12.9,43,13.35,524.45,14.95
KAKATCEM,80.2,10.45,146.55,185.85,20.9,14.1,108,12.9,18.35,167.4,302
KALPATPOWR,723,341.35,244.95,3.7,707.7,81.6,196.7,118.6,0.2,332.05,338.35
KALYANIFRG,2500.8,50.4,135,1.35,16.75,348.8,8.8,195.05,76.8,126.4,17.95
KAMATHOTEL,215.7,725.4,31.4,16.45,35.15,15.6,279.1,9.8,34.9,31.7,566.85
KAMDHENU,20.05,17.35,68.7,2.65,38.05,746.35,15.4,290.5,955.5,68.4,18.4
KANANIIND,317.23,40,3,43.05,0.35,17.75,707.3,15.95,81.85,2.05,1045.8
KANORICHEM,606.85,37.5,41.5,94.5,108.6,34.05,13.15,723.3,365.6,38.4,18.5
KANSAINER,140.9,0.25,500.75,54.75,9.2,35.45,26.55,13.75,59.2,501.5,53.15
KAPSTON,3.5,107.2,112.7,2381.15,26,0.6,34.3,25.65,272.85,151.7,40.2
KARDA,78.75,23.85,101.1,269.8,1267.25,115.55,0.2,27.15,43.45,41.8,0.25
KARMAENG,647.9,8.95,9.1,76.45,86,10.4,77.8,0.25,86.8,0.4,167.65
KARURVYSYA,170.15,1273.9,32.6,783.25,452.45,1281.35,24.95,93.3,86.9,278.9,20.1
KAUSHALYA,320.6,89.65,1.75,2097,126.6,98.75,1151.2,26.85,448,60.45,34.35
KAYA,131.45,579.2,218.4,148.4,493.15,362.65,90.45,1065.1,86.3,12.65,1743.85
KCP,34.15,112.05,59.5,94.45,75.5,106.55,429.45,105.5,628.55,265.25,120.55
KCPSUGIND,75.7,445.4,14.2,281.97,131.05,415.2,70.35,444.4,6.3,310.1,647.85
KDDL,3.1,93.5,152,371.7,105.45,68.5,311.95,78.8,196.5,12.35,116.85
KEC,42.2,102.75,344.5,0.75,616.8,115.65,53.05,292.65,6.1,490.5,382.95
KECL,541.95,102,10.25,142.15,103.7,106.65,96.2,56.5,40.4,13.8,74
KEI,101.95,604.4,348.8,2,692.9,666.65,102.4,104.35,120.2,999.45,147.2
KELLTONTEC,115.3,100.6,39.05,68.85,8.45,108.25,495.1,113.45,25.4,19.95,146.75
KENNAMET,9.4,732.55,729.05,436.15,210.6,763.65,99.7,526.75,1296.05,36.4,644.35
KERNEX,37.5,10.05,18.5,158.75,10.2,9.05,711.9,97.8,193.46,0.2,119.4
KESORAMIND,1.4,250.35,37.7,260.55,52.45,209.3,330,802.75,387,105.15,1000.2
KEYFINSERV,256.4,59.15,37,153,137.55,14.4,6.6,6.9,88.53,23.75,8.6
KGL,70.6,169.1,0.25,31.55,47.9,56.2,200.7,210.45,46.06,1500.95,301.25
KHADIM,15.8,130.45,116,76.5,1365.75,158.55,8.2,8,130.36,101.2,8.75
KHANDSE,173.8,1547.4,8.45,3.7,219.06,35.15,55.25,51.35,8.55,570.5,76.7
KICL,359.5,240.8,1294.85,38.7,472.1,1360.45,154.8,168.95,10.7,94.25,265.7
KILITCH,11.8,447,81.95,477.8,115.35,215.71,27.5,28,34.3,381.95,34.15
KINGFA,24,121.37,494.4,85.55,58.34,427.05,1224,1357.2,35.25,66.05,1691.75
KIOCL,424.9,60.74,124.45,87.05,138.95,106.92,193.12,216.04,338.15,141.5,317.49
KIRIINDUS,53.5,123.92,505.8,11.2,13.1,52.61,413.3,422.4,134.8,126.45,359.05
KIRLFER,833.45,13.8,90.25,38.25,15,141.76,99.13,101.38,77.75,594,124
KIRLOSBROS,23.1,15.05,114.85,2.4,59.7,13.95,50.23,49.74,1.2,141.6,57.44
KIRLOSENG,52.9,58.9,107.75,224,64.3,16.85,111.99,133.21,425.05,935.9,234.03
KIRLOSIND,105.25,94.2,658.8,59.2,419.3,64.6,14.6,9.7,341.9,6.7,13.1
KITEX,0.2,739,101.7,14.95,270.55,63,18.85,13.6,0.1,265.3,17.35
KKCL,115.55,255.85,739.4,149.3,90.25,484,78.5,46.15,0.35,7,75.35
KMSUGAR,20.65,86.9,10.65,322.1,3.1,246.1,49.25,55.75,127.4,63.1,99.45
KNRCON,8.95,2.5,256.25,12.4,48,76.2,420.65,460,42.05,211.8,680.9
KOHINOOR,28.5,65.35,10,396.5,507.05,5.3,187.35,191.7,285.4,26.35,264.65
KOKUYOCMLN,1334.95,452.85,57.9,31.25,604.3,50,77.9,72.15,1.35,1620.35,90.1
KOLTEPATIL,93.2,506.95,158.2,779.25,0.3,467.15,2.5,1.95,51.3,299.5,2.25
KOPRAN,537.5,0.2,94,19.5,215.3,573.8,40.8,491.8,980,377.25,55.7
KOTAKBANK,115.7,0.4,1268.2,41.55,41.85,0.45,462.65,371.3,997,116.78,740.25
KOTAKBKETF,515,209.95,216.25,38.5,49,0.85,398.3,0.15,990,54.91,476.6
KOTAKGOLD,114.85,275.85,441.25,0.35,3.1,196.9,0.15,0.4,991.5,194.07,0.1
KOTAKNIFTY,138.65,42.6,117.01,120.55,60,41.55,0.35,153.3,1005,11.65,0.45
KOTAKNV20,114.5,39.85,59.49,9.3,1056.05,445,143,44.3,882,15.3,221.8
KOTAKPSUBK,715,2.45,125.63,1386.45,1140,4.9,34.7,381.25,986,54.55,73.85
KOTARISUG,103.6,64.4,15.05,90.25,1100,65.85,341.4,2.5,989,81.75,518.8
KOTHARIPET,765.45,1078.99,16.05,462.35,1108.99,1043.1,2.2,65.6,990,591.5,1.9
KOTHARIPRO,392.7,1181,60.35,134.35,1040,1075,54.35,1019,945,249.85,117.15
KPITTECH,11.75,1085.01,122.35,543.75,1042.01,1050.01,1021.01,1087,971,95,1070
KPRMILL,285.1,1129.99,650.1,86.75,1103.75,1097,1100,1029.99,955,1.9,1080.02
KRBL,62.85,1130,289.85,126.65,2042,1068,1036.25,1020,984,666.25,1020
KREBSBIO,211.75,1110.1,89.8,123.05,1048,1060,1024,1043.64,997,428.6,1011
KRIDHANINF,122.65,1062,2.9,624.9,2005,1015,1058.75,1063.99,1950,0.1,990.61
KSB,1907.1,1067,479.05,107.25,1023.33,1070,1026,1021,1902.01,0.4,1946
KSCL,298.64,2082.1,531.25,786,2111,1025,1004,1100,975,206.65,1009.78
KSERASERA,427.15,1064,0.25,11.9,19.8,2021.54,1039,1034.7,1978.25,69.6,1914.7
KSHITIJPOL,135.2,2043.7,22.5,253.05,1891.7,1035,1012,1020,7.6,450.4,1050
KSK,65.9,1046,0.35,11.35,26.65,1980.01,1034,1025.95,1.2,1.75,1983
KSL,152.57,2142.39,220.5,57,180.75,2090.15,1040.5,1032.99,10.95,99.95,15.25
KSOLVES,15.55,4.2,226,174.5,50.5,8.4,2007.01,1018,1401.7,1010.1,1771.2
KTKBANK,15.65,15.5,40.65,67.6,933.25,23.05,1029,1985.07,19.5,1013,36
KUANTUM,63.45,2296.85,41.65,1401.35,2992.65,1564.55,1963.99,1026,147.55,1020,182.35
KWALITY,106.9,27.85,2.4,239.43,23.6,27.7,1004,1935,27.2,1059,31.9
L&TFH,805.5,204.2,62.1,454.05,18.05,187.85,2055,992.01,324.8,1090,430.35
L&TFINANCE,257.8,71.9,1145,118.14,51.45,43.9,12.45,2042.23,2301.05,1005,3257.75
L&TFINANCE,94.4,319.4,1118.48,59.02,225.95,519.45,1532.65,14.75,22,1099.99,55
L&TFINANCE,2.65,4004.65,1159,153.69,2.4,2851.85,21.5,1585.85,5.75,1001.1,53
L&TFINANCE,72,27,1080,15.1,45.25,22.8,147.9,24,162.65,1005.62,310.5
L&TFINANCE,569.25,56.5,1075,15.4,133.65,9.45,37.45,176.05,1.7,1010.1,3.35
L&TFINANCE,490.8,249.5,1111.5,65.1,262.5,41.65,468.45,39.1,44.5,1006.2,49.9
L&TINFRA,0.4,2.6,2020,84.35,21.98,245.9,7.65,512.5,101.45,1030.1,144.05
L&TINFRA,237.75,29.8,1030.2,548.25,114.94,2.95,2568.6,2443.45,235.3,1000.02,437.7
L&TINFRA,435,140.5,2115.7,261.95,389.79,50.05,18,17.6,21.83,1950,18.94
LAKSHVILAS,47.3,282.95,18.75,84.55,115,123.45,44.2,7.25,95.15,999,121.82
LALPATHLAB,42.6,21.62,1879.75,3.45,192.55,265.05,220,47,101,1896.35,514
LAMBODHARA,2.8,120.02,27,58,156.65,21.41,2,195.95,129.25,1020.1,121.01
LAOPALA,86.85,422.93,220.8,36,632.8,109.88,36.3,1.95,143.9,1993.84,200.4
LASA,1080.55,118,67.65,523.7,1000,392,103.65,39.5,485.3,11.9,223.7
LAURUSLABS,1220,149.15,287.15,577.85,999.99,110,239.55,104.3,1000,15.65,747.5
LAXMIMACH,1066.01,216.45,3512.7,0.25,22.2,160.05,22.25,283.25,999.99,1628.15,1000
LEMONTREE,1180.01,154.65,27.9,24.75,26.25,183.95,98.99,22.35,15.2,29.75,1000
LEXUS,1160,834.85,10.85,0.45,48.4,613.1,364.1,103.76,22.9,216.85,33.45
LFIC,1093,1000,59.65,213.8,1.3,1000,97.25,99.52,39.65,45.15,25.65
LGBBROSLTD,1082.55,999.99,224.7,200,0.75,999.99,151.1,153.2,0.85,413.55,74.8
LGBFORGE,1140.31,19.65,2.4,45.7,913.45,22.3,138.5,133.5,0.35,3233.25,1.45
LIBAS,1053.2,32.05,33.8,48.15,2416.8,31.5,503.85,541.55,808.5,51.6,0.5
LIBERTSHOE,2164,53.2,150.55,3.05,1511.35,59.55,1000,1000,1428.85,51.5,1369.3
LICHSGFIN,8,1.35,275.8,67.05,1240.85,1.55,1000,999.99,7.38,247.65,1940.25
LICNETFGSC,3.05,0.65,21.19,1150,95.65,1.4,19.35,16,1161.25,2.45,1679.25
LICNETFN50,2290.5,929.5,116.95,1100,926.55,943.65,26.2,22.5,867.55,49.3,1487.75
LICNETFSEN,29.2,2918.5,414,1050,1122.1,1957.9,48.9,57.3,49.85,102.1,104.5
LICNFNHGP,232.5,9.4,114.8,1080,17.4,7.86,1.1,1.15,589.65,320.25,718.25
LINCOLN,85.3,1667.35,260.45,1105.01,3,1283.05,0.7,0.45,944.95,20.45,1479.6
LINCPEN,316.85,1247,179.85,1047.51,606.45,1084.55,932.25,897.55,12.5,117.05,20.7
LINDEINDIA,9,95.3,777.1,1095,130.25,86.4,1798.85,1592.95,2.6,118,5.5
LIQUIDBEES,4286.95,909.25,1000,1116,72.6,911.8,1171.3,1235.25,284.95,165.8,567.15
LIQUIDETF,33.35,1400.9,1000,2060,16.3,1152.1,880.95,1039.9,147.2,198.9,369.35
LOKESHMACH,15.1,17.35,20.35,2000.33,5.9,20.2,73.05,76.2,900,651.7,1063.01
LOTUSEYE,60.9,2.85,30.15,1037.1,108.5,3.8,869.8,835.3,970.45,999.84,18.94
LOVABLE,260.1,594,56,2109.34,51.1,510.7,917.2,940,12.61,1000,6.85
LPDC,2.85,122.3,1.85,5.1,20.9,167.8,15.75,17.15,4.4,22.8,5.84
LSIL,28.75,1094,0.75,19.3,17.45,1040,3,3.3,3.4,25.55,117.79
LT,153,17.82,901.6,1774.85,123.25,1073,436.35,366.65,84.33,60.25,67.45
LTI,329,5.25,2543.55,30.7,25.75,15.36,139.7,165.95,28.1,1.1,54.35
LTTS,21.9,114.36,1618.05,204.3,5.4,4.56,1014.98,14.16,35,0.4,33.6
LUMAXIND,130.69,67.5,1322.8,66.65,12.15,3.91,1340,4,18.8,1187.55,3.3
LUMAXTECH,458.05,60.55,98,1133.3,63.95,3.63,14.01,95.18,1.6,1910.15,21.1
LUPIN,131.74,25.15,1007.4,3247.8,73.65,99.91,4.29,39.2,12.3,1620.85,124.5
LUXIND,154.05,2.7,1450.55,28.5,159.85,52.35,92.78,35.85,65.6,1227.85,58
LYKALABS,242.4,15.9,18.75,10.95,153.1,69.25,43,21.45,17,92.1,3.4
LYPSAGEMS,192.15,109.7,2.9,52.55,77.9,23.6,61.55,2.4,1090,640,13.05
M&M,911.4,36.75,607.9,248.5,108.5,19.4,19.45,14.9,1000,1404.45,91.05
M&MFIN,1000,4.45,123.1,2.6,210.6,130,1.7,80.55,1089,18.05,98.05
M100,999.99,11.05,17.85,37.15,297.8,27.1,14.3,18.75,1000,3.85,270.5
M50,24.85,83.6,110.04,147.7,3004.3,990,86,970,1169,457.05,89.1
MAANALU,32.8,96.35,66.5,301.3,196.15,4.5,13.35,2.9,8.9,343.25,173.7
MACPOWER,72.65,140.55,77.25,20.95,426.5,11,970,9.55,56.65,1090,419.9
MADHAV,1.35,85.5,25.95,117.25,598.95,79.95,2.65,60.2,66.15,1330.41,423.6
MADHUCON,0.7,77.05,3.05,410,27.25,77.95,8.55,67.05,74.35,17.7,4366.1
MADRASFERT,1122.4,137.6,17.75,119,112.33,139.25,63,101.4,140.6,6.38,387.25
MAGADSUGAR,3200.45,273.75,117.6,220,6.9,183.8,84.8,144.05,75,5.6,557.05
MAGMA,11.3,355.85,32.6,170.15,4,71.25,132.1,95,68.75,109.13,393.75
MAGNUM,1723.2,2788.3,5.05,725.5,34.45,117.3,159.6,185.9,192.4,52.45,34.65
MAHABANK,1321.2,221.65,11.15,999.99,9.5,212,72.6,260.8,226.65,52.6,121.38
MAHAPEXLTD,101.95,483.2,53.15,999.99,19.75,274.7,93.6,2247.75,2050.45,29.7,4.25
MAHASTEEL,891.8,920.55,106.9,22.2,158.5,2504.55,179,222.85,193.6,2.7,3.85
MAHEPC,1606.5,23.6,149.5,30.75,5.15,217.35,255.85,392.35,351.8,13.9,34
MAHESHWARI,20.75,118.3,183.4,61.75,64.7,471.05,1840.9,266.75,254.55,106.2,10.95
MAHICKRA,3,6.85,80,1.6,35.25,359.85,200.45,29.3,22.3,43.5,21.05
MAHINDCIE,722,3.95,134.8,0.8,192,31.8,366.25,99.41,87.94,1000,188.05
MAHLIFE,171,38.3,234.75,944.95,6.65,104.5,313.4,4.4,2.6,2.85,4.35
MAHLOG,1117.99,9.75,343.55,2458.35,45.55,9.8,27.75,3.15,27.15,10.45,32.5
MAHSCOOTER,1500.25,31.4,2856.4,9.23,17.9,5.85,96.54,32.4,6.5,84.6,33.05
MAHSEAMLES,20.39,155.4,220.5,1565.15,9.15,37.25,4.45,8.9,10.1,99.55,285.8
MAITHANALL,6.85,150.2,500.75,1427.55,268.5,10.6,4,15.85,94.75,124.55,10.3
MAJESCO,5.6,29.25,830.15,96.4,11.4,18.65,30.4,134.15,30.45,242.95,56.4
MALUPAPER,7.18,195.1,25,927.55,48.25,151.35,8.8,72.45,24.3,85.5,31.4
MAN50ETF,5.8,7.4,114.6,1313.25,363.45,4.75,14.95,33,150,132.7,14.8
MANAKALUCO,128.13,69.4,7.7,19.7,90,73.95,125.2,154.05,41,356.4,284.67
MANAKCOAT,86.2,25.8,3.95,3.35,39.65,36.2,53.85,6.8,16.55,370.2,15.45
MANAKSIA,61.35,8.45,40,606.9,6,187,37.55,42.7,7.2,4279.4,98.4
MANAKSTEEL,28.2,272.71,10.2,134.7,6262.75,8.5,168.15,18.85,211.21,320.3,315.35
MANALIPETC,3.25,14.05,34.65,1084.99,642.15,45.4,6.3,7,9,488.4,97.25
MANAPPURAM,17.2,50.4,157.15,1480,59.25,18.85,36.85,241.25,41.4,365.65,18.65
MANGALAM,22.36,356.65,132.2,17.56,572.35,10.4,16.8,12.8,274.85,28.25,16
MANGCHEFER,110.3,167,29.45,5.41,564.6,258,7.05,45.3,90.05,113.08,6913.5
MANGLMCEM,46.8,50.9,177.45,4.7,26.1,13.85,240.4,287,13.9,3.8,985.3
MANGTIMBER,1000,7.1,6.65,5.6,36.2,52.2,10.45,90.1,8.3,3.75,441.8
MANINDS,4.7,6965.15,61.35,111.44,218.5,351.9,45.4,20,4288.3,44,466.65
MANINFRA,12.2,824.45,26.7,69.7,305.85,90.5,343.8,8.8,524.3,8.7,39.75
MANUGRAPH,84.1,42.35,9.4,75.95,5,32.2,92.55,5358.8,13.5,16.15,86.2
MANXT50,98.3,860.75,269.6,24.2,6.05,6.15,22.7,621.6,189.75,162.75,51.95
MARALOVER,148.2,651.65,11.65,3.2,8.44,5838.3,8.8,13.8,277.4,5.3,230.4
MARATHON,83.4,23.4,51.15,18.1,24.8,662.05,5610.8,246.3,22.7,27.95,453
MARICO,160.15,106.55,363,120.45,581.2,33.1,573.15,331.1,61,26.65,74.55
MARINE,289.35,57.05,166,37.4,62.95,399,14.15,23.05,32.5,243.9,4.3
MARKSANS,394.95,37.4,50.2,5.1,12.65,386.8,265.4,61.55,149.9,10,4.1
MARSHALL,3834.55,242.2,7.6,13.5,1686.4,29.6,332.1,30.65,244.75,51.35,27.9
MARUTI,259.3,539.6,6743.45,58.9,17.5,33.95,22.3,152.25,2.25,26.4,619
MASFIN,546.2,166.75,794.1,113.35,6.5,205.85,61.25,262.95,2.7,11,108.75
MASTEK,952.5,60,864.3,165.25,59.45,306.15,27.3,2.65,5.88,264.98,4.5
MATRIMONY,24.85,4.65,664.8,159.65,1.75,59.85,152.75,4.65,12.2,14.1,1246.45
MAWANASUG,132.49,8.5,23.7,71,38.35,6.2,259.05,20.6,484.6,71.95,21.7
MAXHEALTH,7.2,23.85,115.35,130.6,16.9,6.45,4.45,536.65,67.3,298.75,7.65
MAXIND,5.5,504.3,59.3,271.15,0.85,24.85,5.1,4.25,2,99.1,55.05
MAXVIL,43.75,61.85,37.3,359.45,4.1,592.3,25.95,1067.6,1124.25,17,4.25
MAYURUNIQ,13.45,18.5,259.95,3046.3,0.5,7.8,594.1,21.25,20,15.5,57.65
MAZDA,35,1701,564.5,229.5,1574.15,1283.9,4.2,6.05,5.25,6283.1,37.25
MBAPL,179.85,7.65,60.5,541.85,558.4,7.85,1328.05,50.15,37.05,1039.75,0.95
MBECL,149.1,71.3,5.1,755.25,58,51.4,5.9,2.9,2.2,22.35,6.3
MBLINFRA,36.65,2,8.05,27.65,974.45,3.15,49.6,34.3,30.9,405.5,0.25
MCDHOLDING,217.4,48.25,24.85,115.91,15.15,37.9,2.75,18.9,12.45,419.2,1654.6
MCDOWELL-N,9,15.05,515.85,8.7,157.7,19.15,33.7,0.75,0.6,34.6,506.4
MCL,71.55,0.85,66.6,4.3,199.7,1.5,16.6,4.3,3.85,92.75,53
MCLEODRUSS,29.15,4.55,18.7,39.9,11.6,5.6,0.7,0.25,0.25,48.7,1173.55
MCX,10,1967.5,1722.8,9.4,66.8,1.1,4.6,1262.65,1284.45,254.25,239.5
MEGASOFT,300.29,590.55,7.3,24.25,287.35,1359.3,0.25,469.8,384.6,429.55,0.55
MEGH,17.15,40.5,80.45,148,22.7,542,1384.95,55,53.75,3.25,161.8
MELSTAR,75.4,814.9,1.8,146.85,1083.4,57.45,480.35,972.75,818.45,3.2,103
MENONBE,367.7,16,39.35,32.9,6.65,1052.1,57.15,131.6,11.4,7.8,392.05
MEP,193.55,167.15,12.65,196.7,47.35,15.75,972.6,0.65,139.75,16.6,27.2
MERCATOR,58.95,0.85,0.85,8.2,40.4,167.85,167.7,215.05,0.45,693.25,887.9
METALFORGE,7.45,174.8,4.75,57.4,185.1,218,0.65,8.1,178.85,686.35,10.65
METKORE,7035.8,67.65,0.5,25.65,66.5,16.35,201.65,68.75,57.7,83.4,58.3
METROPOLIS,1046.95,319.65,1794.05,10.35,18.2,73.3,8.85,298.65,240.4,3.05,104.5
MFSL,36.5,304.97,612.2,270.25,29.3,274.2,58.6,18.5,14.2,1277.75,467.8
MGL,964.15,28.05,830.05,13,10.95,28.8,289.6,915.95,828.7,6.95,107
MHHL,731.2,1327.6,17.95,61.4,143.35,925.65,21.8,5,3.95,51.75,20.3
MHRIL,27.9,7.65,168.25,368.9,29,8.45,894.6,41.7,36.85,50.3,3.7
MIC,127.05,48.75,0.65,106,32.75,43.75,4.8,104.9,94,35,9.95
MIDHANI,61.2,13.5,196.05,45.6,229.75,130.35,37.25,184.55,71.4,0.7,152.8
MILTON,44.5,307.45,11.5,8.2,155.5,184,132.5,55,167.25,5.55,47.9
MINDACORP,273.65,72.75,73.2,6839.95,8.95,82.15,158.85,14.7,58.55,0.2,267.4
MINDAIND,560.55,15.8,330.8,818.6,22.95,16.8,47.5,32,12.3,1850.55,274.15
MINDSPACE,179,8.7,304.28,679.15,94.9,31.6,15.1,3.15,26.75,577.3,15.2
MINDTECK,68,128.5,30,553.35,681.5,3.95,24.5,6.8,4.25,53.9,14.75
MINDTREE,5.2,54.1,1338.5,29.9,17,15.85,6.2,129.5,102.45,1005.3,133.7
MIRCELECTR,8.8,227.4,8.35,106.4,1157.95,140.8,126.95,35.25,34.65,15.6,792.2
MIRZAINT,24,260.7,50.6,72.2,363.25,23,32.05,194.05,172.85,212.85,32.5
