SYMBOL,27-Nov-20,30-Oct-20,30-Sep-20,31-Aug-20,31-Jul-20,30-Jun-20,29-May-20,30-Apr-20,31-Mar-20,28-Feb-20,31-Jan-20
RANEENGINE,19.6,0.55,189.75,3.3,37.55,542.35,86.7,1247.99,1065.47,0.05,7.75
RANEHOLDIN,267.3,5.6,410.15,27.75,27.85,173.5,49.8,74.25,1121.88,14,333.55
RATNAMANI,49.95,191.9,1235.2,19.4,68,46.4,676.55,61.45,1104,36,641.8
RAYMOND,50.6,398.65,290.7,247.9,8.75,1.55,6.7,635.8,1209,223.95,91.65
RBL,259.35,1265.45,555.85,42.95,146.3,108.1,27.2,8.25,1175,13.65,458.55
RBLBANK,539.95,272.4,169.9,48.15,36.65,1218,1464.4,1466,1165.05,34.75,406.75
RCF,39.35,645.1,42.6,191,374.85,1316,24.1,23.55,68.6,770.1,1.5
RCOM,0.35,174.35,1.8,0.3,95.75,1314.8,16.75,22.25,33.8,171.35,230.28
RECLTD,18.2,42.35,99.1,17.85,386.25,1190.2,51.15,56.45,598.95,131.9,228.8
RECLTD,81.95,1.65,1115.1,52.15,263.95,87.85,5,5.35,4.5,28.15,43.55
RECLTD,13.9,102.85,1165,12.95,2.1,68,92.3,127.85,26,0.2,409.4
RECLTD,408.85,1132,1322.37,0.75,26.9,633.35,340.9,381.95,1113.75,3.85,310.65
RECLTD,17.08,1190,1440,426.7,407.05,12.45,84.6,81.5,19.05,192.9,5.3
RECLTD,54.65,1158.6,1210,16.8,237.65,23.05,304.6,317.8,10.2,595.65,354.65
REDINGTON,40.75,1223.8,118.25,59.1,6.8,1704.1,204.15,214.25,52.1,1330.1,6.9
REFEX,660.05,1343.9,46.05,44.5,38.1,797.6,1.1,1.2,4.65,504.95,28.9
RELAXO,1.55,1347.48,666.65,557.55,144.95,41.35,155,150,117.35,493.8,271.2
RELCAPITAL,74.1,1224,7.85,1.65,3.3,38.7,81,155,27.1,290.9,2.15
RELIABLE,1306.1,129.55,26.45,48,49.95,71.55,26.6,27.85,327.1,38.4,0.55
RELIANCE,2124.65,46.6,2234.35,4.65,200.85,11.15,270.9,281.05,81.15,0.65,71.9
RELIANCEPP,1343,660.4,1343.5,1311.55,2.6,122.55,222,230.55,285.5,117.8,1.6
RELIGARE,500.8,9.05,45,2251.35,1.05,384.95,227.05,6.2,203.95,1133.98,4.1
RELINFRA,155.5,2054.5,22.5,1169.4,63.9,75.9,7.35,186.15,0.75,1202,75.25
REMSONSIND,0.9,1183.5,82.3,364.55,2.35,388.95,151.95,3.95,140,1098,312.1
RENUKA,454.5,53,8.95,125.8,4.9,223.45,3.1,38.25,150,1226.98,1.75
REPCOHOME,22.8,20.25,165.65,401.8,715.05,2.4,49,189.3,46.15,109.95,64.95
REPRO,115.45,83.9,388.25,19.15,75.85,179.99,202.05,1.25,19.9,61.7,99.4
RESPONIND,450.4,9.9,104.55,111.65,326.65,261,1.05,0.45,204.6,696.5,23.15
REVATHI,31.15,192.1,426.25,446.45,3.3,143,0.6,45.65,246.1,6.65,97.55
RGL,406.65,58.95,249.65,304.5,51.95,32.45,44.4,1.65,4.3,34,70.1
RHFL,0.15,352.5,1.8,0.1,72.55,401.7,1.3,3.85,34.5,1328.65,2.45
RHFL,13.3,145,178,14.3,16.65,246.25,4,41.35,152.6,39.15,1.9
RHFL,34.9,427.05,182,37.15,69.85,8.1,42.3,245.45,2.75,18.75,202.55
RICOAUTO,281.95,223.2,29.1,293.7,95.1,40.25,251.55,2.3,19.25,70.35,20.55
RIIL,13.35,1.95,373.7,14.45,5.85,162.9,1.9,50.55,142.4,6.6,2.6
RITES,48.75,186.8,253.35,36.05,2.1,5,41.95,63.85,1.5,284.2,78.75
RKDL,892.15,141,7,693.05,146.3,218.8,51.75,15.9,0.35,499.7,205.95
RKEC,209.1,28.95,36.2,173.95,643.95,2.6,12.8,73,41.05,85.25,141.9
RKFORGE,445.7,367.5,332.35,242,13.35,1.45,61.45,87.45,1.1,454.25,27.35
RMCL,33.8,239.45,2.8,33.75,44.3,53.05,91.8,1.55,2.1,377.85,1.25
RMDRIP,0.55,6.3,53.8,0.25,151.45,2.1,1.75,1.3,36.95,1.25,129.6
RML,6.05,374.6,211.25,7.2,100.9,7.2,1.2,131.4,169.8,200.45,40.95
RNAVAL,213.45,3,3,204.7,19.2,61.25,142.7,413.55,1.25,201,636.4
ROHITFERRO,482.05,56.95,0.85,494.45,13.8,265.75,573,3.6,30.85,31.45,81.35
ROHLTD,1689.5,197.55,64.25,1177.9,0.95,4.25,8.3,41.5,11.8,307.9,534.95
ROLLT,322.05,2.25,2.65,287.7,42.75,66.05,38.15,152.95,73.95,292.85,46.5
ROLTA,690.9,0.85,5.4,594.3,16,65,147.1,119.75,83.35,8.5,63.35
ROSSARI,223.8,61.2,797.3,195.95,365.6,19.15,106.9,17.05,2.05,48,9.35
ROSSELLIND,47.1,2.2,150,47.4,133.35,79.95,17,30.7,1.35,291,226.7
ROUTE,1.6,4.55,806.75,2.4,485.45,95.9,17.5,0.8,125.7,3.85,6.25
RPGLIFE,121.45,7.25,399.05,106.15,34,3.75,0.95,46.8,172.05,26.6,108.45
RPOWER,1060.75,795.3,2.75,1294,55.55,2.5,39.65,18.45,1.8,213.7,62.5
RPPINFRA,1185,125.9,50.05,1170,8.7,159.75,15.35,383.3,34.25,1.4,3.15
RPPL,1250,997.2,89.75,1323.33,240.65,1371.55,318.45,69,115.65,0.4,114.55
RSSOFTWARE,1130.5,350.9,20.8,1432,6.1,23.5,79.9,298.65,72.7,61.45,2.75
RSWM,1290,3.5,87.4,1225.85,194.55,59.85,275.75,31.85,12.8,1.65,14.3
RSYSTEMS,1287,48.85,111.45,107.8,53.2,165.3,30.15,51.15,13.75,3.1,627.7
RTNINFRA,1329.85,86.45,5.95,47.05,2.7,115.6,48.15,8.2,1.25,54.4,279.95
RTNPOWER,131.4,20.65,2.55,655.4,83.75,18.85,7.95,147.3,27.1,238.9,59.95
RUBYMILLS,88.45,91,165.2,9.85,2.2,15.75,177.55,7.1,13.6,1.75,39
RUCHI,737.6,112.4,516.5,27.95,8.95,1.2,7.4,85.3,401.55,49.2,18.9
RUCHINFRA,9.75,6.8,8.15,2080.7,474.7,45.25,104.55,38.65,56,99,98.7
RUCHIRA,1929.8,2,50.05,1193.5,206.45,15.8,52.35,2.65,304.45,20.75,180
RUPA,1042.15,157.35,193.05,38,49.9,366,1.95,69.5,23.05,90.25,6626
RUSHIL,62.7,511.65,73.6,28.45,23.4,111,63.95,2.1,49.95,95.1,1.65
RVNL,21.35,7.75,19.4,89,14.5,334.45,1.7,9.45,120,2.55,213.35
S&SPOWER,92.6,46.9,12.65,9.8,64.05,30.4,11.05,461.2,7.35,178.3,420.25
SABEVENTS,9.95,187.25,1.2,177.15,76.9,76.3,449.85,164.85,129.65,62,24.4
SABTN,238.4,89.8,1.5,387.15,7767.75,9.7,137.3,41.75,3.3,2.3,16.5
SADBHAV,87.4,33.35,48.2,94.5,2.5,187.75,38.4,18.95,73.35,52.6,586.2
SADBHIN,350.7,18.2,17.3,441.05,164.15,7.45,16.45,13.15,36.75,189.2,69.55
SAFARI,166.8,1.4,392.15,256.05,481.55,158.2,13.05,56.5,1.8,119.4,97.45
SAGARDEEP,424.75,1.35,61.4,2.15,15.85,59.5,54.8,84.9,59.9,21,230.15
SAGCEM,256.35,47.9,516,199,11.25,3.9,80.7,7778.3,1.25,1.3,100.5
SAIL,2.05,16.2,33.75,200.25,542.7,86.25,7732.6,1.95,6.95,70.5,994.1
SAKAR,170,412.3,78.95,30.15,81,2.6,2.55,141.7,458.45,23.2,318.45
SAKHTISUG,162.19,48.6,8.2,402.9,1.95,10.15,150.55,270.5,132,577.4,11223.23
SAKSOFT,32.75,733.15,369.4,245.85,99.95,487.3,270.45,14.55,36.5,80.95,11464.59
SAKUMA,385.45,34.35,5.95,7.2,75.25,195.55,13.3,13.05,18.85,439.1,11250
SALASAR,245.65,89.5,198.95,36.15,726.85,48.45,12.2,407.85,13.85,35.55,0.2
SALSTEEL,6.35,7.6,2.8,234.9,99.13,25,408.5,63.45,46.15,60.25,4574.25
SALZERELEC,35,348.8,92.6,3.6,912.85,15.4,63,1.75,73.75,8.05,87.3
SAMBHAAV,452.65,5.3,2,57.5,191.45,58.65,2.1,73,6253.35,188.65,83.1
SANCO,2.85,200.25,13.4,219.35,10770,98.05,78.6,61.45,1.05,5.75,59.95
SANDESH,50.6,58,501.8,4.05,10833.06,7877.25,50.05,599.15,117.5,116.75,106.1
SANDHAR,233.65,2.6,244.95,1.35,1,3.8,538.85,88.18,195.25,59,441.65
SANGAMIND,3.05,103.45,47.75,76.45,3607.4,165.25,87.2,726.85,13.05,2.65,29.2
SANGHIIND,0.95,1.9,25.55,3.9,50.95,426.8,768.65,190.5,10.25,99.9,142.75
SANGHVIFOR,68.3,14.4,19.35,6.5,73.65,18.15,161.3,10900.01,379.45,2,0.8
SANGHVIMOV,2.2,496.75,81.5,738.1,54,12.8,11161.94,11166.08,58,10.95,2.2
SANGINITA,4.75,223,69.65,122.55,49.95,481,11411.78,10910,65.2,553.8,90.7
SANOFI,16.85,48.95,8640.65,333.5,402.95,83.8,11250,0.3,62.35,241.2,9
SANWARIA,801.8,31.8,1.7,3.4,17.45,2.2,0.3,3444.3,618.65,51,164
SARDAEN,128.1,18.05,229.6,56.1,102.8,73.3,3196.95,56.2,92.77,32.55,13.8
SAREGAMA,1054.25,76.65,560.1,93.3,1.05,82.6,42.45,83.5,641,15.05,181.01
SARLAPOLY,363.25,64.05,18,20.6,2.5,630.25,81.85,43.8,196.85,106,3659.85
SASKEN,3.1,8000.25,696.5,89.4,122.8,93.98,47.15,73.95,10346.14,146.6,123.86
SASTASUNDR,45.6,1.45,84.25,104.05,21.3,806.45,62.85,321.05,10609.63,7293.15,312.39
SATIA,91.95,244.4,112,9.35,148.35,178.45,310.2,14.7,10350,1.4,291.88
SATIN,19,661.15,55.35,3.15,8.7,11066.69,35.95,84.6,0.2,172.9,0.9
SATINPP,93,17.1,20.5,185,216.95,11248.43,87.05,2.75,3716.65,343.5,100
SBICARD,117.75,12.3,847.6,629.2,4817.75,11179.95,2.55,77.15,38.8,19.6,1.55
SBIETFQLTY,5.55,654.95,106.26,10.4,114.73,1.15,84.8,8.1,65.7,12.4,1475.35
SBILIFE,1.95,95.4,811.45,61.3,216.64,3567.2,9.65,132.5,37.5,540.25,3832.3
SBIN,186.95,102,185.4,200.2,275.08,43.25,123.85,10.1,61.05,68.55,3790.08
SBIN,711.35,52.75,10833.23,113.25,0.95,80.7,8.85,196.8,270.05,1.55,3825
SBIN,7.65,20.5,11079.63,21.55,74.65,57.1,199.67,4311.35,19.55,96.35,3751
SBIN,50.25,799.75,10990,14.65,1400.25,75.45,4185.35,100.75,67.05,180.4,3837.14
SCAPDVR,225.6,213,1.5,1.65,5235.83,369.55,98.42,213.54,0.45,95.08,3875.8
SCHAEFFLER,158.9,132.5,3541.3,1.3,5332.82,101.3,190.58,250.36,1.65,890.4,3751.01
SCHAND,21.85,107.33,69,53.6,5235,0.85,247.06,0.8,77.8,303,3865
SCHNEIDER,11,769.15,82.9,18.25,5201.76,3.05,0.65,42.1,104.8,11278,3779.83
SCI,1.2,189.25,52.4,401.95,5213.33,91.65,43.6,1.6,5.6,11573.34,3795
SDBL,1.5,10783.73,51.3,118.2,5274.97,15,1403.5,1467,192,0.15,3789.99
SEAMECLTD,51.85,10730,434.65,473.3,5299,158.1,4634.38,4588.73,4036.9,4365.75,3835
SECURCRED,16.95,1.6,15.85,38.5,5348.9,10.6,4744.43,4575,89.4,70.95,3810
SELAN,541.15,3764.7,105.45,75.15,5247.99,199.5,4588,4565,192.81,93.75,3750
SELMCL,40.95,62.2,2.2,8.9,5200.3,4355.8,4580.01,4570,220.05,45,3750
SEPOWER,714.3,69.95,2.25,263.9,5200,106.01,4575,4550,0.4,97.4,3732.66
SEQUENT,48.45,51.15,153.7,6.7,5248,213.43,4552,4600,42.3,384.25,3799.99
SESHAPAPER,81,24.45,136.4,167.7,5181,266.89,4697,4613.09,1285.9,43,3950
SETCO,9.25,404.5,10,60.55,5270,1.25,4580,4600,4002.76,25.2,3799
SETF10GILT,317.25,15.6,199.9,3.7,5200.11,110.2,4600,4633.9,3921,112.95,3799.99
SETFGOLD,5.2,101.15,4508.55,99.6,5198.4,1.85,4571,4526,3935.65,0.65,3849
SETFNIF50,203.8,2.25,116.27,2.2,5247.9,1450.1,4590,4540,3990,2.15,3823.8
SETFNIFBK,64.55,2.5,213.63,12.8,5211,4754.9,4620,4511.01,4000,80.7,3850
SETFNN50,2.95,141.8,279.93,524.85,5260,4884.2,4594.33,4555,4000,139.45,7.25
SETUINFRA,125.15,128.6,0.7,229.85,5229.68,4778.8,4554,4560,3993.37,8.7,9
SEYAIND,1.95,9.3,62.8,51.9,5244.42,4800,4605.92,4550,3927,180.55,243.95
SEZAL,13.7,201.5,3.35,29.1,5227,4759,4558.01,4600,3881,3819,107.5
SFL,563.35,4536.8,1326.7,19.6,5216.2,4721,4572.29,4530,4028.28,116.86,99.95
SGBAPR28I,268.65,120.79,4818,72.6,5435.94,4868.26,4758.58,4590,3932.64,295.35,385.9
SGBAUG24,56.5,238.61,4941.09,74.35,5300,4718.95,4731.81,4573.66,4097,274.26,97.8
SGBAUG27,35,283,4949,8218.55,5348.99,4769.99,4580.97,4510,3935,0.7,233
SGBAUG28V,21.55,0.7,4778.79,2.25,5176.05,4752,4575,4613.33,3948.75,72.95,985.6
SGBDEC25,96.65,67.35,5048,250.55,5257.99,4745,4590,4590.76,4020.01,1627.25,260.74
SGBDEC2513,28.55,3.2,4812,512.45,5205.71,4824.5,4580,4580,3981.42,4018.36,165.5
SGBFEB24,8267.35,1308.25,4920.84,17.35,5300,4775,4639,4502.01,4138,3984.35,158.45
SGBFEB28IX,1.35,4790,4785.24,12.85,5180,4780,4550.1,4549,3988,4090,266.15
SGBJ28VIII,313.45,4927,4776,570.25,5200,4723.7,4590,4620,3900,4000,14.9
SGBJAN26,782,4784.72,4800,102.15,5359.99,4857.29,4650,4600,3950.05,3960,23.95
SGBJUL25,19.25,4814.71,4880,2.7,5220,4798.24,4595,4590,4040,3999.95,34.35
SGBJUL27,11.9,4793.49,4899.99,122.75,5299.34,4733.47,4650,4546,3950,3911,97.75
SGBJUL28IV,655.35,4833.43,4789.73,73.75,5249.99,4807.95,6.3,4575,4100,3850.01,112.05
SGBJUN27,133.8,4850,4801,807.8,8.15,4750,4.7,4566.25,3950,4020,414.15
SGBJUN28,93.45,4972.72,4782.3,103.89,6.9,4739.36,142.25,4580,3925,3999,27.65
SGBMAR24,71,4800,4871,827.75,172,4874.75,62.8,4575,3993.57,3960,23006.9
SGBMAR25,36.2,4753.91,4840.67,212,73.15,4835.37,55.8,6.65,3968.54,4155,106.05
SGBMAR28X,799.3,4800,4779,10762,57.35,4730,236.95,6.55,3935.1,3923.8,5.2
SGBMAY25,220.96,4730,4950,10967.23,336.25,4750,85.75,167.05,5.8,3982,39.4
SGBMAY26,164.09,4863.23,4800.06,10805,84.45,4750,158.4,70.05,5.1,3991.18,109.55
SGBMAY28,113.73,4700,4792.67,1.65,294.8,4850,604.5,62.7,117.9,3985,81.7
SGBNOV24,846.05,4799.44,4887,3966.6,726.45,4775,233.28,256.35,46.15,3970,694.75
SGBNOV25,244.25,4775,4969.99,79.25,279,9.2,69.9,87.75,49.2,4064,1352.65
SGBNOV258,10858.21,4802.4,4910,80.3,56.9,8.55,66.45,146.7,221.55,3992.29,4.25
SGBNOV26,10800,5130.62,4802.37,58.75,74.4,165.2,392.9,708.2,65.6,3900,3.3
SGBOCT25,1.35,4850.6,4855,58.15,550.1,69,7.1,246.15,107.3,3999,17.2
SGBOCT25IV,3984.15,4800,4920,400.7,7,63.15,11.3,110,559.3,4045,10.35
SGBOCT25V,68.8,4833.09,4975,14.8,12.95,356.2,22.55,74.7,255,3980,1500.25
SGBOCT26,90.75,4781.01,4931.9,110.9,22.4,87.95,78.4,364,49.85,3970,20.5
SGBOCT27,56,4807.91,4791.28,1.15,79.9,263.35,55,7.4,67.95,3995,11.95
SGBOCT27VI,10,5182.85,4800,2.65,71.6,909.1,136.3,11,244.65,3999.26,155.55
SGBSEP24,25.95,4899,4872.35,129.7,158.05,252.66,37.4,22.15,5.75,3997.02,8
SGBSEP27,398.95,4805,4784.25,150.65,47.45,63.15,20857.3,80,9.6,3995.83,40.65
SGBSEP28VI,123.5,4859.16,4799.71,12.3,21711.15,78.1,78.3,65.3,22,6.5,0.75
SGL,2.35,5038,8.1,199.99,109.9,475.4,3.85,187,85.35,6.65,277.75
SHAHALLOYS,2.35,4850,6.95,4633.85,5.25,8.3,17.55,23.25,76.1,205.7,498.45
SHAKTIPUMP,155.65,4745,179.3,118.07,50.35,16.8,73.75,19767.9,191.6,80.9,1.45
SHALBY,22,4800,87.7,236.92,71.1,24.65,45.55,85.35,23,83.9,225.75
SHALPAINTS,141.95,4898.99,65.95,277.77,66.6,86.75,637,3.8,23.75,452.8,25.35
SHANKARA,12.4,4929,343.5,0.85,558,63.3,2.8,25.3,17546.35,89.15,2070.4
SHANTIGEAR,203.48,4762,105.4,73.7,656.75,168.7,23.45,84.7,73.55,208.25,4.55
SHARDACROP,4377.35,4859.72,262.5,2.85,3.55,54.05,3.3,49.2,3.7,858.6,40.1
SHARDAMOTR,134.73,7.05,852.4,1376.1,19,23051.05,11.15,548.8,13,248.43,32.9
SHAREINDIA,294.86,6.5,103.7,4953.73,3.05,89.1,9,732.7,64.4,62.25,41.85
SHARIABEES,314.73,216.65,294.05,5096.78,12,5.25,1089.2,3.25,38.65,132.85,82.85
SHEMAROO,0.7,90.65,57.4,4975,9.2,40.25,15.95,23,398.95,457.3,560.85
SHIL,60.4,70.3,82.55,4921.53,1162.05,81.65,9.8,2.5,748.45,10.15,0.15
SHILPAMED,2.05,316.45,559.6,4902.96,17.85,60.4,38.5,12.45,2.3,16.85,273.05
SHIRPUR-G,1531.85,101.45,7.5,5000,9.45,594,107,9.7,24.7,28.05,43.15
SHIVAMAUTO,4716.1,273.4,15.3,5097,140.1,671.4,5.25,1139.75,1.95,79.3,43
SHIVAMILLS,4889,850,24.05,4998,31.85,5,28.35,18.75,6.5,45,449.45
SHIVATEX,4833.63,99.35,91.45,5013.1,6.2,21.8,50.4,10,9.05,100.2,460.85
SHK,4820.74,302.11,83.4,4980,30.95,3.9,1.25,111.95,6.35,380,1267.2
SHOPERSTOP,4849.96,54.9,173.05,5000,75.5,13.9,176.25,100.25,1113.4,30.05,29.15
SHREDIGCEM,4898.91,75.15,52.4,4950,1.85,11.15,384.55,5.4,16.35,22670.95,213.05
SHREECEM,4860,447.85,20256.95,4940,213.6,1096.65,2.1,26.55,9.45,110.65,3.25
SHREEPUSHK,4839,7,115.85,4989.95,361.25,22.75,106.55,43.55,79.95,4.95,16.05
SHREERAMA,4859.64,16.85,7.6,4950,1.85,10.6,21.05,1,25.2,31.75,15.95
SHRENIK,4839,22.65,46.25,4935.62,129.45,141.1,1443.7,190.45,103,95.2,335.5
SHREYANIND,4846.89,77.65,74.75,4824.15,22.05,7.05,3.65,419.3,4.25,64.5,121.45
SHREYAS,4803.33,45.5,60.15,4925.76,1470,28,29.9,1.2,18.25,634.75,869.75
SHRIPISTON,4799,85.25,510.95,5015,4.05,2.7,34.5,134.85,35.55,1427.65,10.45
SHRIRAMCIT,4775,172.4,948.75,4978.9,35.25,204.6,62.25,21.15,0.65,3.65,17.05
SHRIRAMEPC,4715.32,47.3,3.65,4927,35.5,380.3,372.9,1483.65,185.05,35,206.3
SHUBHLAXMI,4839,64,23.3,4990,67.05,2.1,257.8,4.8,430.45,2.55,1054.5
SHYAMCENT,4774.55,21694.55,4.05,4998,392.95,135.1,40.35,23.9,0.55,14.25,194.8
SICAGEN,4779.83,106,11.1,4943.93,336.1,21.8,25.9,33.05,147.4,9.1,62.5
SICAL,4775.56,6.9,10.45,5140,75.15,1669.15,194.25,67.3,20.75,1303.75,86.35
SIEMENS,4899,6.45,1264.5,4965.89,29.55,4.25,516.95,390.05,1469.6,18.75,0.3
SIGIND,4845.66,72.65,18,4990.5,219.05,38.7,892.3,275.95,2.9,26.8,20.6
SIKKO,4742.85,54.1,26,5000,42.95,31.6,103.45,43.6,18.6,10.75,96.5
SIL,4743.04,592,9.55,5100,760.95,23.8,2.1,29.95,31,130.25,33.55
SILINV,4766.01,798.45,140,4925,1016,69.7,12,200.6,35.1,34.75,12.15
SILLYMONKS,4737.69,3.7,25.7,5049,129.05,385.5,202.9,586.3,62.35,112,1.05
SIMBHALS,4923.1,14.1,6.5,4983.6,2.7,298.95,47.4,885.5,300.15,5.7,0.3
SIMPLEXINF,4851.41,3.8,31.3,4951,14.65,62.25,644.05,109.95,0.15,52.7,179.25
SINTERCOM,5098,11.55,79.75,4952,46.5,29.4,4.9,1.9,178.75,73,1068
SINTEX,4827,10,2.1,4955,263.9,226.9,20.25,12.5,26.9,0.75,950
SIRCA,4800,1267.75,259.8,4950,47.1,662.7,61.2,211.8,31.55,318,870
SIS,4815,18.75,366.35,4987.18,638,1020.2,480,54.15,133.85,548.95,9.95
SITINET,4895,45,1.55,4960,6.9,118.3,137.15,695.45,38.3,0.8,880
SIYSIL,4751.01,9.4,140.75,9.4,20.25,3.05,30.1,5.9,444.55,222.9,910
SJVN,4841,135.7,21.95,7.75,68.3,16.3,89.05,13.95,914.2,23.15,875
SKFINDIA,4790,23.9,1461.5,189.05,623.4,238.6,0.35,76.1,19.6,1869.8,949.9
SKIL,4845,6,3.3,82.2,176.1,15.5,14.3,454,92,4.1,775
SKIPPER,4820,29.05,47.35,69.65,0.65,72.15,43.9,131.65,1.85,34.25,3784.05
SKMEGGPROD,4861.9,78,36.65,368.85,31.75,672.8,22.3,28.9,9.8,26.15,110.6
SKSTEXTILE,6.55,3.15,23.3,111.15,83.9,8.05,7.05,78.7,164.2,45.65,197.1
SMARTLINK,7.75,247.9,70.75,276.85,0.7,20.8,1.4,0.35,4.9,74.65,1020.55
SMLISUZU,238.05,370.2,396.75,932.8,21,78.8,0.35,16.2,42.8,487.9,1063.89
SMSLIFE,105.25,0.6,624.4,279.06,46.85,545.15,117,44.8,610.6,0.15,1021
SMSPHARMA,70.7,137.35,88.5,63.65,26.5,162.4,800,21.75,5.7,229.7,998.8
SNOWMAN,329.45,21.9,35.7,86.8,7.45,31.65,750,6.7,11.9,35.7,999.95
SOBHA,110.15,1476.2,222.5,526.1,2.5,87.15,630,1.45,60.25,6.8,1027
SOLARA,277.55,2.45,1076.1,8.9,0.45,1,670,0.35,587.45,42.9,1040
SOLARINDS,1576.35,47.75,1034.6,18.15,127.65,20.45,4,123.6,96.45,297,1035
SOMANYCERA,105.7,40.65,194.8,23.75,874.99,50.25,3487.15,759.95,0.9,51,1136.11
SOMICONVEY,318.05,70.65,21.65,93.45,832,33.15,106.5,770,22.8,622.2,1141.99
SONAMCLOCK,57.2,373.15,62,79.25,711.53,10.2,141,700,74.25,1158,1000
SONATSOFTW,116.65,0.15,314.15,179.85,810.9,3,572.3,700.22,0.2,168.9,999.95
SORILINFRA,471.35,586.45,64.6,33,740,124.95,1024.98,810,11.8,2,1001.27
SOTL,7.6,83,679.15,47.3,710,835,2055.4,1008,36.75,11.7,1023.3
SOUTHBANK,22.45,35.35,6.75,20283,6.4,800,1069,3.95,22.1,334.95,1020
SOUTHWEST,25.8,291.35,25.85,111.65,3793.15,770,1801.88,3718.75,5.15,94.1,1105
SPAL,80.8,79.95,134.3,7.4,152.75,1099,908,107.5,0.65,793.35,1115.05
SPANDANA,130.35,1137.15,510.4,46.85,182.55,1050,1025.02,148.05,0.2,9.25,990
SPARC,41.25,1009.85,173.7,83.5,691.3,9.5,967.38,781,123.95,17,999.95
SPECIALITY,186.2,209.15,37.15,71.7,1048,3605.7,1110,1016.99,970.01,162.65,981.55
SPENCERS,61,3.1,75.55,578,2112.01,118.95,1041.21,2030,1010,1084.8,1089.2
SPIC,59.9,21.55,19,934.4,1014.2,177.1,1054.5,1040.5,700,145.95,990
SPICEJET,24306.35,316.95,48.25,4.5,1010,689.6,1020,996.01,800,0.85,999.95
SPLIL,101.95,68.45,27.4,27.3,973.9,1040,950,909.5,840,52.2,1036.15
SPMLINFRA,7.15,689.9,8.6,3.9,964,2109,980,905,759.5,91.15,1037
SPTL,5.55,6.45,2.25,12.15,967.73,1018,1024,1000,903.48,0.3,13.1
SPYL,78.3,40.8,0.35,11.05,961.03,1015,920,969.4,3.6,15.7,754.5
SREEL,59.2,133.6,132.95,1159.85,1168,1895.79,344.55,928.8,2783.3,83.35,0.4
SREIBNPNCD,592.9,538.9,930,20.3,1110.88,969.94,0.4,1080,73.25,23.85,55.8
SREIBNPNCD,1080.1,163.95,924.99,25.25,975.01,965,32.65,1045,110.55,8.35,464.3
SREIBNPNCD,3.45,1.25,939.74,10.35,1006,981.28,398.45,955,660.65,0.8,83.35
SREIBNPNCD,13.2,33.7,940.09,138.85,1070,963.09,73.8,956.01,990,0.35,119.6
SREIBNPNCD,3.9,74.25,912,28.85,1098.85,954.98,92.4,928,1010,145.95,46.2
SREIBNPNCD,5,0.55,765,8.3,412,1146.58,36.65,970,1000,1074.32,35
SREINFRA,12.6,17.45,6.6,31.3,436.2,1065,19.85,1000,1694.9,825,26.75
SRF,9.6,49.6,4130.1,75,88.9,985.8,12,935,879.99,913.9,66.45
SRHHYPOLTD,1513.45,28.8,168.7,2.15,96.1,1019.96,44.45,930,895.9,920,225.2
SRIPIPES,22.4,8.1,169.75,244.05,48.35,1002,115.55,923.1,930,799,3.9
SRPL,8.65,2.45,33.9,363.7,26.6,1121.28,95.55,930,902.5,1021.64,124.85
SRTRANSFIN,160.25,0.3,619.35,1.85,28.15,999,7,980,900,7.85,7.65
SRTRANSFIN,21.25,136.45,1056,147.85,57.35,1015,175.25,1015,1025,3893.8,6.1
SRTRANSFIN,98,936,2161,23.35,170.9,986,389.05,965,1060.66,124.6,243.85
SRTRANSFIN,6.1,1290.9,1965,1625.45,3.75,987,1.6,990,930,199.75,455.4
SRTRANSFIN,31.95,890,980,3.65,121.75,986,259.95,910,899.99,15.1,0.15
SRTRANSFIN,70.95,875,1010.5,44.45,12.25,1035,10.55,907.7,940,1196.3,1.7
SRTRANSFIN,3.2,1120,958,46.25,9.05,1000,297.15,920,930,1075,228.7
SRTRANSFIN,245.95,785,990,24.1,180,435.1,1396.05,960,895,1020,16.25
SRTRANSFIN,446.65,760,1071.95,70.7,409.35,409.6,1.1,397.35,1005,992.72,435.2
SRTRANSFIN,0.8,950,1000,416.4,1.8,86.15,1267.15,0.4,955,986,2228.9
SRTRANSFIN,161.3,1015.7,1128.05,0.15,267.15,106.5,45.4,35.25,963.8,1037,1.95
SRTRANSFIN,24.2,1199,1101,448.9,10,45.6,171.9,442.45,354.55,1034.87,1641.85
SRTRANSFIN,1570.05,6.4,979,83.85,357.5,29.2,306.1,78.8,0.35,1044.9,67.65
SRTRANSFIN,2.8,4416.8,974,11.35,1557.3,25.75,29,98.55,36.95,1139.56,314.1
SRTRANSFIN,55.35,172.35,1000,31.5,1.55,58.4,474.25,38.15,322.15,1145,512.8
SRTRANSFIN,49.7,122.25,1000,261.85,1277.75,164.7,157.65,19.55,68.15,990,38.65
SRTRANSFIN,72.55,33,1010,60.4,46.85,4,384.95,12.8,70.55,999.95,434.3
SSWL,427.2,693.45,440.75,932.25,222,110.1,64.5,47.3,30.95,1026.7,396.2
STAR,0.15,1038.2,719.55,1122.7,415.95,5.45,3.3,139.8,17.95,1089.99,474.55
STARCEMENT,585.25,1010.14,83.95,161,38.15,8.55,152.15,3.95,12.55,1120.7,90.6
